idna_subject,checker_type,destination,tested_at
0.0507sun-field-jp.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:05:46.075313
0.055500.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:05:48.039438
0.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:05:50.984613
0.0798.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:05:53.938121
0.095.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:05:55.707333
0.0imap1.nexious.com,AVAILABILITY,domains.txt,2021-06-04 00:06:12.958415
0.0loki.swap.miningpool.online,AVAILABILITY,domains.txt,2021-06-04 00:06:16.131179
0.0mailsrv.nexious.com,AVAILABILITY,domains.txt,2021-06-04 00:06:19.782159
0.0masari.miningpool.online,AVAILABILITY,domains.txt,2021-06-04 00:06:22.136511
0.0mro.poolto.be,AVAILABILITY,domains.txt,2021-06-04 00:07:03.595859
0.0nb2x.miningpool.shop,AVAILABILITY,domains.txt,2021-06-04 00:07:06.508289
0.0nb2xbot.miningpool.shop,AVAILABILITY,domains.txt,2021-06-04 00:07:07.930882
0.0new.miningpool.shop,AVAILABILITY,domains.txt,2021-06-04 00:07:09.826598
0.0relay2.nexious.com,AVAILABILITY,domains.txt,2021-06-04 00:07:40.169203
0.0stratumx11.miningpool.shop,AVAILABILITY,domains.txt,2021-06-04 00:07:44.438395
0.0vip.miningpool.shop,AVAILABILITY,domains.txt,2021-06-04 00:07:48.062471
0.0vmail.nexious.com,AVAILABILITY,domains.txt,2021-06-04 00:07:50.135525
0.0ww1.n3xt-pool.net,AVAILABILITY,domains.txt,2021-06-04 00:07:51.911686
0.0www.miningpool.online,AVAILABILITY,domains.txt,2021-06-04 00:07:56.342439
0.10031.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:10.231143
0.100fangshengdaxinfachuanqisf.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:11.937213
0.104-193.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:13.235302
0.10444.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:14.792567
0.104bc111p2g9.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:16.460843
0.105d9.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:18.064501
0.10698.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:19.678158
0.10770.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:21.338231
0.10895.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:22.888681
0.109-189.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:24.131558
0.10a3.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:08:25.742983
0.178-81.ual.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:27.328352
0.178-81.ual.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:29.047668
0.178-81.ual.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:30.754886
0.32.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:35.332353
0.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:39.889595
0.api.coinhive.com,AVAILABILITY,domains.txt,2021-06-04 00:08:41.674248
0.as.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:48.448305
0.as.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:50.649699
0.as.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:08:52.706478
0.bitclubpool.com,AVAILABILITY,domains.txt,2021-06-04 00:08:56.637204
0.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:08:58.445599
0.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:09:04.742431
0.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:09:06.419881
0.coinhive.com,AVAILABILITY,domains.txt,2021-06-04 00:09:08.090235
0.crypit.net,AVAILABILITY,domains.txt,2021-06-04 00:09:11.849557
0.dev.bw.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:09:15.997761
0.eu.mine.api.zpool.ca,AVAILABILITY,domains.txt,2021-06-04 00:09:19.823657
0.eu.mine.mine.zergpool.com,AVAILABILITY,domains.txt,2021-06-04 00:09:22.074942
0.eu.mine.zergpool.com,AVAILABILITY,domains.txt,2021-06-04 00:09:24.208302
0.free4proxy.tv,AVAILABILITY,domains.txt,2021-06-04 00:09:28.583791
0.hosted.at.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:09:30.977883
0.ja.mine.api.zpool.ca,AVAILABILITY,domains.txt,2021-06-04 00:09:43.081602
0.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:09:46.037726
0.mine.mine.zergpool.com,AVAILABILITY,domains.txt,2021-06-04 00:09:48.183147
0.mine.zergpool.com,AVAILABILITY,domains.txt,2021-06-04 00:09:49.767973
0.mining-dutch.nl,AVAILABILITY,domains.txt,2021-06-04 00:09:51.819526
0.mining.garden,AVAILABILITY,domains.txt,2021-06-04 00:09:55.678012
0.na.mine.api.zpool.ca,AVAILABILITY,domains.txt,2021-06-04 00:09:57.454338
0.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:10:02.875662
0.publicnode.ydns.eu,AVAILABILITY,domains.txt,2021-06-04 00:10:06.371277
0.start.bz,AVAILABILITY,domains.txt,2021-06-04 00:10:10.935769
0.t.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:10:13.181442
0.vtunnel.asia,AVAILABILITY,domains.txt,2021-06-04 00:10:17.700641
00-131.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:19.078857
00-131.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:20.346922
00-138.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:21.614603
00-138.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:22.877976
00-197.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:24.084985
00-198.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:25.372642
00-198.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:26.580509
00-84.api.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:30.091161
00-84.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:10:31.341130
00-c1aimn0w.com,AVAILABILITY,domains.txt,2021-06-04 00:10:32.842453
00-hauptdyn.onlycash.ddns.net,AVAILABILITY,domains.txt,2021-06-04 00:10:34.143376
00-hn.ss.api.rawpool.com,AVAILABILITY,domains.txt,2021-06-04 00:10:41.048435
00-hn.ss.rawpool.com,AVAILABILITY,domains.txt,2021-06-04 00:10:42.798707
00-hn.ss.ss.rawpool.com,AVAILABILITY,domains.txt,2021-06-04 00:10:49.403109
00-torrnets.com,AVAILABILITY,domains.txt,2021-06-04 00:10:51.070389
00.0.03zzz.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:10:56.519716
00.00000.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:10:58.175447
00.00000.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:10:59.872445
00.00000.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:01.561407
00.00000.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:03.189991
00.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:06.896420
00.00003.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:08.668719
00.00003.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:10.309735
00.00003.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:11.908459
00.00003.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:11:13.482196
00.0007.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:22.462742
00.0007.069.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:25.588485
00.0014.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:28.529395
00.007dazhanhuangjiaduchang720.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:31.396400
00.007huangjiaduchanggaoqing.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:34.576474
00.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:37.555675
00.083.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:11:40.943576
00.api.bitcoin.co.pt,AVAILABILITY,domains.txt,2021-06-04 00:11:46.226206
00.api.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:11:48.038393
00.api.coinhive.com,AVAILABILITY,domains.txt,2021-06-04 00:11:49.626713
00.bitcoin.co.pt,AVAILABILITY,domains.txt,2021-06-04 00:11:52.232819
00.bsod.pw,AVAILABILITY,domains.txt,2021-06-04 00:11:54.463714
00.btcc.com,AVAILABILITY,domains.txt,2021-06-04 00:11:55.992259
00.chip.blockpioneers.pw,AVAILABILITY,domains.txt,2021-06-04 00:11:58.030235
00.cn.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:11:59.717306
00.coinhive.com,AVAILABILITY,domains.txt,2021-06-04 00:12:01.213200
00.jp.bitcoin.com,AVAILABILITY,domains.txt,2021-06-04 00:12:04.066395
00.ws.cluster.bitfex.trade,AVAILABILITY,domains.txt,2021-06-04 00:12:07.689667
00.ws.cluster.nodes.bitfex.trade,AVAILABILITY,domains.txt,2021-06-04 00:12:09.786530
000-bacardi.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:12.558817
000-beer.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:13.807894
000-cider.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:15.315677
000-port.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:16.950568
000-vodka.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:18.463003
000-whiskey.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:19.845072
000-wine.clawed.info,AVAILABILITY,domains.txt,2021-06-04 00:12:21.090676
000.0-0.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:22.746758
000.0-0.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:24.187338
000.0-0.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:25.553832
000.0-0.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:26.888981
000.00003.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:28.921784
000.00003.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:30.617275
000.00003.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:32.330165
000.00003.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:12:33.863163
000.0007.069.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:38.646422
000.000hotdoll000.0010.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:42.451038
000.0010.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:46.120618
000.0014.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:49.567308
000.001hh.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:52.708503
000.0021.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:56.231174
000.0023.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:12:59.347087
000.046.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:02.617225
000.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:05.839699
000.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:09.097449
000.9.009.09.ekurbani.com,AVAILABILITY,domains.txt,2021-06-04 00:13:14.023274
000.9.019.09.ekurbani.com,AVAILABILITY,domains.txt,2021-06-04 00:13:17.913430
000.hannahm.info,AVAILABILITY,domains.txt,2021-06-04 00:13:21.025793
000.okkong.com,AVAILABILITY,domains.txt,2021-06-04 00:13:22.674366
000.publicnode.ydns.eu,AVAILABILITY,domains.txt,2021-06-04 00:13:25.591382
0000-sex.com,AVAILABILITY,domains.txt,2021-06-04 00:13:29.979344
0000.000hotdoll000.0010.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:32.836881
0000.0017.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:13:34.624163
0000.0021.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:38.029676
0000.007huangjiaduchangkuaichuanxiazai.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:42.428992
0000.032.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:46.335959
0000.046.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:50.075199
0000.0798.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:53.318021
0000.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:13:56.281215
0000.support,AVAILABILITY,domains.txt,2021-06-04 00:13:58.734467
00000.000055.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:01.945291
00000.0000mg.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:04.516170
00000.000500.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:07.993289
00000.00781535842b376556.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:09.901611
00000.007huangjiaduchanggaoqing.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:13.210542
00000.007zuqiujishibifen.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:20.890973
00000.03zzz.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:23.885819
00000.0401a.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:26.909957
00000.046.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:30.072953
00000.050000.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:31.932002
00000.mamproxy.cn,AVAILABILITY,domains.txt,2021-06-04 00:14:37.013500
00000.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:40.394479
000000.0.03zzz.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:44.951707
000000.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:48.636989
000000.00002.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:50.405224
000000.00002.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:52.163470
000000.00002.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:53.823227
000000.00002.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:14:55.464973
000000.0010.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:14:59.565603
000000.001ahotcookie.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:02.631739
000000.0021.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:05.963453
000000.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:09.083682
000000.007huangjiaduchangkuaichuanxiazai.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:12.111952
000000.032.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:15.220760
000000.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:15:17.046711
000000.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:15:18.794825
000000.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:15:20.442492
000000.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:15:22.121991
000000.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:25.726326
000000.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:15:33.497218
000000.info,AVAILABILITY,domains.txt,2021-06-04 00:15:37.907396
0000000000.cowww.www.microsoft.com-cleaning-systems.live,AVAILABILITY,domains.txt,2021-06-04 00:15:43.191953
000000000000000.info,AVAILABILITY,domains.txt,2021-06-04 00:15:45.012474
00000000p.tk,AVAILABILITY,domains.txt,2021-06-04 00:15:54.523000
00000012.tk,AVAILABILITY,domains.txt,2021-06-04 00:16:03.252049
000001.ink,AVAILABILITY,domains.txt,2021-06-04 00:16:06.424287
000001.skynetblogs.be,AVAILABILITY,domains.txt,2021-06-04 00:16:09.894677
0000011111.tk,AVAILABILITY,domains.txt,2021-06-04 00:16:14.298897
000005.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:25.815482
000005.000005.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:30.362401
000005.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:37.474189
000005.000055.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:40.780274
000005.0000mg.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:43.519831
000005.0021.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:46.642342
000005.007huangjiaduchanggaoqing.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:49.886624
000005.007huangjiaduchangkuaichuanxiazai.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:53.066289
000005.007zuqiujishibifen.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:16:56.093637
000005.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:02.783878
000005.020082.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:17:04.493536
000005.0401a.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:07.745649
000005.046.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:10.796138
000005.0468.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:14.376047
000005.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:27.806315
000005.0515.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:31.440773
000007.ru,AVAILABILITY,domains.txt,2021-06-04 00:17:33.964910
00000a.cf,AVAILABILITY,domains.txt,2021-06-04 00:17:37.371950
00000a.tk,AVAILABILITY,domains.txt,2021-06-04 00:17:45.727398
00000ah.info,AVAILABILITY,domains.txt,2021-06-04 00:17:47.213485
00000as.info,AVAILABILITY,domains.txt,2021-06-04 00:17:48.812891
00000at.info,AVAILABILITY,domains.txt,2021-06-04 00:17:50.409870
00000aw.info,AVAILABILITY,domains.txt,2021-06-04 00:17:52.040480
00000my.info,AVAILABILITY,domains.txt,2021-06-04 00:17:53.690018
00001.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:17:58.748935
00001.000500.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:01.600649
00001.0009.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:04.791622
00001.002.0001122com.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:07.738036
00001.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:10.669263
00001.025.openvpn.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:18:12.270079
00001.04yyy.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:15.376427
000012.cf,AVAILABILITY,domains.txt,2021-06-04 00:18:19.426216
00002.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:27.405714
00002.0-54.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:30.249588
00002.0001122com.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:34.397795
00002.0007.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:37.643436
00002.0007.069.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:41.486153
00002.0009.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:44.202826
00002.001hh.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:51.522775
00002.002.0001122com.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:18:54.705778
00002.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:18:56.370526
00002.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:18:58.019716
00002.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:18:59.709853
00002.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:19:01.348062
00002.0468.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:05.269275
00002.0515.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:08.431583
00002.083.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:11.598755
00003.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:18.357165
00003.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:21.713120
00003.0014.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:24.590315
00003.001hh.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:28.343722
00003.0023.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:31.410578
00003.007dazhanhuangjiaduchang720.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:34.963036
00003.007huangjiaduchanggaoqing.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:38.966220
00003.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:42.164413
00003.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:45.597729
00003.069.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:48.538313
00003.083.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:52.134441
00004.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:19:55.509056
00004.0000.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:19:57.373956
00004.0000.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:19:59.219019
00004.0000.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:00.921464
00004.0000.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:02.677730
00004.000055.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:06.188476
00004.0009.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:09.633827
00004.0023.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:12.823345
00004.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:16.289203
00004.007dazhanhuangjiaduchang720.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:19.921124
00004.0515.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:22.955223
00004.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:26.396254
000050.00000.04.openvpn.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:29.162504
000050.00000.04.openvpn.cloud.cloud.api.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:30.888009
000050.00000.04.openvpn.cloud.cloud.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:32.688215
000050.00000.04.openvpn.cloud.openvpn.btcchina.com,AVAILABILITY,domains.txt,2021-06-04 00:20:34.362376
000050.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:38.253675
000050.0014.0682.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:42.723529
000050.002.0001122com.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:45.788387
000050.0020.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:49.759015
000050.0023.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:53.406616
000050.007dazhanhuangjiaduchang720.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:20:57.128805
000050.007zuqiujishibifen.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:00.514454
000050.00afrodithe.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:03.582916
000050.050.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:07.169805
000050.0515.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:10.755597
000055.0007.005555.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:24.157230
000055.0009.0-51.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:26.550871
000055.002.0001122com.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:29.408954
000055.0110.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:32.071124
000055.032.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:35.354963
000055.083.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:38.894640
00006.000005.openvpn.www.eth.bw.com,AVAILABILITY,domains.txt,2021-06-04 00:21:45.082234
